,ts,io,mpi,iops,mpi_hit,other_hit,io_p,mpi_p,other_p
0,0.0,,,,,,,,
1,10.0,0.8464620000000007,5.255925131302249,3092.625,4985.717005229784,99.375,1.058077500000001,6.56990641412781,92.37201608587219
2,20.0,0.23752200000000023,0.49766183334118796,34.75,683.1269470287762,0.0,0.2969025000000003,0.622077291676485,99.08102020832351
3,30.0,0.1336210000000002,0.33982804297469205,19.25,764.1054653514293,0.0,0.16702625000000026,0.4247850537183651,99.40818869628164
4,40.0,0.10427300000000028,0.001176798074055796,12.0,705.1398622050083,0.0,0.13034125000000035,0.001470997592569745,99.86818775240744
5,50.0,0.1688249999999989,0.5343759624650017,22.5,777.3574822073961,0.0,0.21103124999999864,0.6679699530812522,99.12099879691876
6,60.0,0.16100624995049917,0.3053481294311551,16.503584575628338,758.1210265700001,-0.0003323837399875629,0.201257812438124,0.38168516178894385,99.41705702577293
7,70.0,0.09615875004950025,0.0010953791406178581,13.246415424371662,682.3309892807301,0.0003323837399875629,0.12019843756187533,0.0013692239257723227,99.87843233851235
8,80.0,0.22963299999999975,0.7736666646293378,28.25,810.952831684046,0.0,0.2870412499999997,0.9670833307866722,98.74587541921333
9,90.0,0.10957500000000064,0.0011627208669890976,13.0,723.688026841819,0.0,0.1369687500000008,0.001453401083736372,99.86157784891627
10,100.0,0.25950000000000006,0.5063057020265402,25.5,778.2607781578263,0.0,0.3243750000000001,0.6328821275331753,99.04274287246682
11,110.0,0.16577530983203337,0.29583758705121177,17.181073428046147,753.6349376651269,0.008031646228573663,0.20721913729004174,0.3697969838140147,99.42298387889595
12,120.0,0.11353769016796678,0.0010847600840158123,12.668321393590759,706.6348280288403,-0.008126740440729918,0.14192211270995847,0.0013559501050197653,99.85672193718503
13,130.0,0.33717771169231714,0.9476702323556268,33.11772428691211,827.4595944424782,4.257365662851953e-05,0.4214721396153964,1.1845877904445334,98.39394006994007
14,140.0,0.09959128830767972,0.0011431999439697194,12.032880891450986,718.8425210607147,5.252055552773527e-05,0.12448911038459964,0.0014289999299621492,99.87408188968544
15,150.0,0.27813989510721937,0.45349914215265485,25.01372847632092,798.3134222588633,-0.0010059476690003066,0.3476748688840242,0.5668739276908186,99.08545120342515
16,160.0,0.16698304652901008,0.3094743704096974,20.415542839000864,751.7012296378289,0.0008225053329624643,0.2087288081612626,0.38684296301212173,99.40442822882662
17,170.0,0.1102097311993564,0.0010732002791336015,12.475602868960323,714.5458147818263,0.00014145144768917817,0.1377621639991955,0.0013415003489170019,99.86089633565189
18,180.0,0.2572106490840689,0.8207852597651186,27.68937900538822,826.7833132545711,-0.26657185056956223,0.3215133113550861,1.0259815747063983,98.65250511393852
19,190.0,0.15103767808034219,0.00827104232553566,17.905746810329674,702.7500409201893,0.2666138414579109,0.18879709760042773,0.010338802906919575,99.80086409949266
20,200.0,0.1753890000000018,0.12204887164174316,17.125,733.2109957689136,0.0,0.21923625000000224,0.15256108955217895,99.62820266044781
21,210.0,0.2792849999999989,0.8209853858217198,27.125,793.7013891985043,0.0,0.3491062499999986,1.0262317322771497,98.62466201772286
22,220.0,0.09577400000000313,0.001063469057593025,12.0,708.4773024626156,0.0,0.11971750000000392,0.0013293363219912813,99.878953163678
23,230.0,0.26619300000000123,0.45348107481350475,27.0,781.8199726988205,0.0,0.33274125000000154,0.5668513435168809,99.10040740648311
24,240.0,0.16252899999999926,0.43683504124559214,18.1118234552805,757.2105411490265,-0.00018081562029692577,0.20316124999999904,0.5460438015569902,99.25079494844302
25,250.0,0.13028524108106332,0.054264147795048956,17.300364645053833,735.2516918204419,0.0001540921248306404,0.16285655135132915,0.0678301847438112,99.76931326390486
26,260.0,0.3168136981807512,0.7755183538577306,50.3440240884338,766.9559469165033,-2.3684342522756197e-06,0.39601712272593903,0.9693979423221634,98.6345849349519
27,270.0,0.14148717173303726,0.37805887908237246,20.36829196843064,770.3374834955757,-4.970745840182644e-05,0.17685896466629658,0.47257359885296557,99.35056743648074
28,280.0,0.12485742588866078,0.23816174171378535,24.463670222999554,749.2255990031081,-0.016959973288066976,0.15607178236082597,0.2977021771422317,99.54622604049695
29,290.0,0.18255046311649803,0.3181371204937786,34.036825619801675,723.6631192895184,0.017038772676187364,0.22818807889562254,0.3976714006172233,99.37414052048716
30,300.0,0.17105750537554698,0.5268256624253862,27.815653667697916,826.4396789087332,-2.418311942165019e-05,0.21382188171943373,0.6585320780317327,99.12764604024883
31,310.0,0.10747249462445563,0.0011097508819659652,12.184346332302084,725.4406561461583,2.418311942165019e-05,0.13434061828056953,0.0013871886024574565,99.86427219311697
32,320.0,0.14724299999999868,0.5180490488951968,19.75,778.4210374604336,0.0,0.18405374999999835,0.647561311118996,99.168384938881
33,330.0,0.1636056779343722,0.47278776603342365,20.490645854903505,764.9130580249875,-3.716385845109471e-05,0.20450709741796522,0.5909847075417796,99.20450819504026
34,340.0,0.15910542635812241,0.08936938964318841,17.454561671714146,743.4779515147347,-1.2636287465284113e-05,0.19888178294765305,0.11171173705398553,99.68940647999837
35,350.0,0.19200689570750473,0.8567489476320667,24.80479247338235,785.1648905311122,4.9800145916378824e-05,0.24000861963438094,1.0709361845400833,98.68905519582553
36,360.0,0.19763246796888279,0.0010273773650659734,13.68690707532869,694.003133298851,-0.00010699280073822592,0.24704058496110348,0.0012842217063324668,99.75167519333256
37,370.0,0.1811415320311225,0.3382048666445989,21.81309292467131,752.4269036394944,0.00010699280073822592,0.22642691503890314,0.42275608330574865,99.35081700165534
38,380.0,0.1764140000000003,0.2450842043296113,21.75,776.4352511663383,0.0,0.22051750000000037,0.30635525541201414,99.47312724458799
39,390.0,0.08847000000000182,0.0011299870049512606,12.0,706.2519520346686,0.0,0.11058750000000228,0.0014124837561890757,99.88800001624381
40,400.0,0.35609400000000235,0.861452894430986,32.25,812.8802667810305,0.0,0.44511750000000294,1.0768161180387326,98.47806638196127
41,410.0,0.08459200000000067,0.0010703391711999188,12.978186267016554,723.2084236224255,-2.6914958652923815e-05,0.10574000000000082,0.0013379239639998985,99.892922076036
42,420.0,0.1557991904622229,0.08896432132440424,17.123108138228872,736.6711495233612,-7.799123568474897e-05,0.19474898807777863,0.1112054016555053,99.69404561026671
43,430.0,0.27919680953777437,0.9173709228305817,27.148705594754574,802.9045113090979,0.00010490619433767279,0.34899601192221796,1.1467136535382272,98.50429033453956
44,440.0,0.11138779582422487,0.0011593866105492623,13.424741633317353,725.7906173650263,-0.00010392507283540908,0.13923474478028108,0.0014492332631865779,99.85931602195653
45,450.0,0.28156676120033985,0.7479482138583968,27.450650466151274,812.0765176030836,1.7346272215945646e-05,0.3519584515004248,0.9349352673229959,98.71310628117658
46,460.0,0.17787883927799975,0.06601274848152272,17.42787053898428,722.9907602204694,-0.00017279511484957766,0.22234854909749965,0.0825159356019034,99.69513551530059
47,470.0,0.17168609941212765,0.057188445689661194,17.81651780296943,732.3996164894634,-0.010536650173889939,0.21460762426515956,0.07148555711207649,99.71390681862276
48,480.0,0.28673050428530367,0.6446926734400478,27.130219558577664,798.6840937763191,0.01079602408935898,0.3584131303566296,0.8058658418000597,98.8357210278433
49,490.0,0.09980799999999768,0.0011274861049948015,13.170227031026116,708.0172164606411,0.016450370092570665,0.1247599999999971,0.0014093576312435019,99.87383064236876
50,500.0,0.241417000000002,0.597977059013342,27.329772968973884,779.1820575280872,-0.016450370092570665,0.3017712500000025,0.7474713237666775,98.95075742623332
51,510.0,0.15342099999999093,0.11207616455411085,27.875,740.1000450369465,0.0,0.19177624999998866,0.14009520569263856,99.66812854430738
52,520.0,0.12691099999999977,0.17505962203380676,16.75,768.1962649208872,0.0,0.15863874999999972,0.21882452754225845,99.62253672245774
53,530.0,0.29423429661146727,0.6729765356860646,61.08141873302338,756.7376811664872,-0.00010141863185708644,0.3677928707643341,0.8412206696075808,98.79098645962809
54,540.0,0.14106963318750587,0.33896219568027774,18.691593451548215,775.6856688517146,-0.00146998500895279,0.17633704148438234,0.4237027446003472,99.39996021391526
55,550.0,0.1417748551458864,0.34861283351077077,20.97808820059072,773.8992733660052,0.0014997409853094723,0.177218568932358,0.43576604188846346,99.38701538917918
