,ts,io,mpi,iops,mpi_hit,other_hit,io_p,mpi_p,other_p
0,0.0,,,,,,,,
1,10.0,3.4259085010167305,64.66518265682419,2856.5620071727426,3986.1330150122135,104.47085882377158,0.9516412502824251,17.96255073800672,81.08580801171085
2,20.0,0.8190094989832688,30.815870669792787,24.27132616059089,542.1539988407671,0.001363398450649811,0.22750263860646355,8.55996407494244,91.21253328645109
3,30.0,0.8057333902567096,57.79630625553207,20.962007308000466,568.2392338606232,-7.049683418358654e-06,0.22381483062686378,16.054529515425575,83.72165565394756
4,40.0,1.104149143280643,50.526195164138784,22.038640927832603,579.3665497143293,0.10105380735087977,0.3067080953557341,14.035054212260773,85.6582376923835
5,50.0,0.7350964664626458,19.90148550536344,13.61046287527779,527.9838086714753,-0.1010467576674614,0.2041934629062905,5.528190418156511,94.2676161189372
6,60.0,1.300372289521075,61.146543674541135,23.6661105002172,601.6222502654173,0.06762894787929952,0.36121452486696526,16.98515102070587,82.65363445442716
7,70.0,1.5080427104789198,64.26031572159513,27.945000610894112,547.7892401123809,-0.06762894787929952,0.418900752910811,17.850087700443094,81.7310115466461
8,80.0,1.527881279566806,65.1317628314847,27.607219812217863,587.8336119266651,-0.0016806132383351269,0.42441146654633494,18.092156342079086,81.48343219137458
9,90.0,0.6947906157105628,21.686965809240917,11.97309725284822,534.7037653115249,0.02928883310515573,0.1929973932529341,6.024157169233588,93.78284543751347
10,100.0,1.6369829297155452,53.144065982413565,28.705188000058115,582.0494518156574,-0.02771798917092383,0.4547174804765403,14.762240550670436,84.78304196885303
11,110.0,1.3001171750070686,54.25544680313732,25.112246582216812,568.2149360873518,-0.0001848639504800076,0.3611436597241857,15.070957445315921,84.5678988949599
12,120.0,1.586799322587284,61.80716149257819,27.992044688463466,587.8949232092618,0.002634536246560515,0.4407775896075789,17.168655970160607,82.39056644023182
13,130.0,0.8774620366615622,43.739353094132525,24.940199907352508,553.2584704379187,-0.027139483294178035,0.2437394546282117,12.1498203039257,87.60644024144608
14,140.0,1.1434701909173022,52.098389005196395,29.746266771777755,590.7339301028023,0.024288596274146812,0.3176306085881395,14.471774723665664,85.2105946677462
15,150.0,0.8436233198233083,57.83104727980981,31.98618736133085,586.0220443396374,-0.0020784419393748976,0.23433981106203006,16.06417979994717,83.7014803889908
16,160.0,0.7370333853665443,31.912828898506064,17.01425215284189,570.1454862330775,0.002964151560362893,0.2047314959351512,8.864674694029462,90.93059381003539
17,170.0,1.0346287446439817,51.76431692299832,24.45107524867035,582.4229421282143,-0.0003747255929340554,0.2873968735122171,14.37897692305509,85.33362620343269
18,180.0,1.1000280000000089,50.60511927170205,22.694444444444343,577.752182227594,0.0,0.3055633333333358,14.056977575472793,85.63745909119388
19,190.0,1.4422630211639067,60.53077888647874,27.34388555105079,598.9916440723555,-0.0013976665104564745,0.40062861698997404,16.814105246244097,82.78526613676593
20,200.0,0.9202646340396576,30.93509580915122,17.587045471934744,542.3439005854925,0.0013704257406743636,0.255629065011016,8.593082169208673,91.15128876578031
21,210.0,1.2502603447964376,41.92264651862433,21.569068977014467,566.7420326890133,2.7240769782110874e-05,0.3472945402212327,11.645179588506759,88.00752587127201
22,220.0,1.60140275316175,62.609287476250074,28.711242690058043,600.0580129283935,-0.000169099094321723,0.4448340981004861,17.3914687434028,82.16369715849672
23,230.0,1.3715594198814962,52.07389485192198,25.24047567066873,572.558058546123,0.0018154139264225932,0.3809887277448601,14.46497079220055,85.15404048005459
