distance id optim_v-1 optim_v-2 optim_v-3 optim_v-4 optim_v-5 optim_v-6 optim_v-7 optim_v-8 optim_v-9 optim_v-10 optim_v-11 optim_v-12 optim_v-13 optim_v-14 optim_v-15 optim_v-16 
9.963592 43 0.4641421 0.1541941 0.4256827 0.3496696 0.3135299 0.4695233 0.1187382 0.1243354 0.2897738 0.5875976 0.2202213 0.7234107 0.3858289 0.3598527 0.3667849 0.5244489 
9.981192 44 0.4641421 0.1541941 0.4256827 0.3496696 0.3135279 0.4695233 0.1187382 0.1243354 0.2897738 0.5875976 0.2202213 0.7234107 0.3858289 0.3598527 0.3667849 0.5244489 
9.859592 45 0.4641421 0.1541941 0.4256827 0.3496696 0.3135289 0.4695243 0.1187382 0.1243354 0.2897738 0.5875976 0.2202213 0.7234107 0.3858289 0.3598527 0.3667849 0.5244489 
9.859992 46 0.4641421 0.1541941 0.4256827 0.3496696 0.3135289 0.4695223 0.1187382 0.1243354 0.2897738 0.5875976 0.2202213 0.7234107 0.3858289 0.3598527 0.3667849 0.5244489 
9.982392 47 0.4641421 0.1541941 0.4256827 0.3496696 0.3135289 0.4695233 0.1187392 0.1243354 0.2897738 0.5875976 0.2202213 0.7234107 0.3858289 0.3598527 0.3667849 0.5244489 
9.983992 48 0.4641421 0.1541941 0.4256827 0.3496696 0.3135289 0.4695233 0.1187372 0.1243354 0.2897738 0.5875976 0.2202213 0.7234107 0.3858289 0.3598527 0.3667849 0.5244489 
9.969459 49 0.4641421 0.1541941 0.4256827 0.3496696 0.3135289 0.4695233 0.1187382 0.1243364 0.2897738 0.5875976 0.2202213 0.7234107 0.3858289 0.3598527 0.3667849 0.5244489 
9.991725 50 0.4641421 0.1541941 0.4256827 0.3496696 0.3135289 0.4695233 0.1187382 0.1243344 0.2897738 0.5875976 0.2202213 0.7234107 0.3858289 0.3598527 0.3667849 0.5244489 
9.984792 51 0.4641421 0.1541941 0.4256827 0.3496696 0.3135289 0.4695233 0.1187382 0.1243354 0.2897748 0.5875976 0.2202213 0.7234107 0.3858289 0.3598527 0.3667849 0.5244489 
9.992125 52 0.4641421 0.1541941 0.4256827 0.3496696 0.3135289 0.4695233 0.1187382 0.1243354 0.2897728 0.5875976 0.2202213 0.7234107 0.3858289 0.3598527 0.3667849 0.5244489 
9.992392 53 0.4641421 0.1541941 0.4256827 0.3496696 0.3135289 0.4695233 0.1187382 0.1243354 0.2897738 0.5875986 0.2202213 0.7234107 0.3858289 0.3598527 0.3667849 0.5244489 
9.995592 54 0.4641421 0.1541941 0.4256827 0.3496696 0.3135289 0.4695233 0.1187382 0.1243354 0.2897738 0.5875966 0.2202213 0.7234107 0.3858289 0.3598527 0.3667849 0.5244489 
9.991592 55 0.4641421 0.1541941 0.4256827 0.3496696 0.3135289 0.4695233 0.1187382 0.1243354 0.2897738 0.5875976 0.2202223 0.7234107 0.3858289 0.3598527 0.3667849 0.5244489 
9.991192 56 0.4641421 0.1541941 0.4256827 0.3496696 0.3135289 0.4695233 0.1187382 0.1243354 0.2897738 0.5875976 0.2202203 0.7234107 0.3858289 0.3598527 0.3667849 0.5244489 
9.992525 57 0.4641421 0.1541941 0.4256827 0.3496696 0.3135289 0.4695233 0.1187382 0.1243354 0.2897738 0.5875976 0.2202213 0.7234117 0.3858289 0.3598527 0.3667849 0.5244489 
9.874125 58 0.4641421 0.1541941 0.4256827 0.3496696 0.3135289 0.4695233 0.1187382 0.1243354 0.2897738 0.5875976 0.2202213 0.7234097 0.3858289 0.3598527 0.3667849 0.5244489 
9.999059 59 0.4641421 0.1541941 0.4256827 0.3496696 0.3135289 0.4695233 0.1187382 0.1243354 0.2897738 0.5875976 0.2202213 0.7234107 0.3858299 0.3598527 0.3667849 0.5244489 
9.869325 60 0.4641421 0.1541941 0.4256827 0.3496696 0.3135289 0.4695233 0.1187382 0.1243354 0.2897738 0.5875976 0.2202213 0.7234107 0.3858279 0.3598527 0.3667849 0.5244489 
9.975992 61 0.4641421 0.1541941 0.4256827 0.3496696 0.3135289 0.4695233 0.1187382 0.1243354 0.2897738 0.5875976 0.2202213 0.7234107 0.3858289 0.3598537 0.3667849 0.5244489 
9.991992 62 0.4641421 0.1541941 0.4256827 0.3496696 0.3135289 0.4695233 0.1187382 0.1243354 0.2897738 0.5875976 0.2202213 0.7234107 0.3858289 0.3598517 0.3667849 0.5244489 
9.971192 63 0.4641421 0.1541941 0.4256827 0.3496696 0.3135289 0.4695233 0.1187382 0.1243354 0.2897738 0.5875976 0.2202213 0.7234107 0.3858289 0.3598527 0.3667859 0.5244489 
9.975192 64 0.4641421 0.1541941 0.4256827 0.3496696 0.3135289 0.4695233 0.1187382 0.1243354 0.2897738 0.5875976 0.2202213 0.7234107 0.3858289 0.3598527 0.3667839 0.5244489 
9.996392 65 0.4641421 0.1541941 0.4256827 0.3496696 0.3135289 0.4695233 0.1187382 0.1243354 0.2897738 0.5875976 0.2202213 0.7234107 0.3858289 0.3598527 0.3667849 0.5244499 
9.989325 66 0.4641421 0.1541941 0.4256827 0.3496696 0.3135289 0.4695233 0.1187382 0.1243354 0.2897738 0.5875976 0.2202213 0.7234107 0.3858289 0.3598527 0.3667849 0.5244479 
18.37653 67 0 0 1 1 1 1 1 1 1 1 0 0 0 1 1 0 
18.44813 68 1e-06 0 1 1 1 1 1 1 1 1 0 0 0 1 1 0 
18.44813 69 0 0 1 1 1 1 1 1 1 1 0 0 0 1 1 0 
18.44813 70 0 1e-06 1 1 1 1 1 1 1 1 0 0 0 1 1 0 
18.37666 71 0 0 1 1 1 1 1 1 1 1 0 0 0 1 1 0 
18.44813 72 0 0 1 1 1 1 1 1 1 1 0 0 0 1 1 0 
18.44813 73 0 0 0.999999 1 1 1 1 1 1 1 0 0 0 1 1 0 
18.44813 74 0 0 1 1 1 1 1 1 1 1 0 0 0 1 1 0 
18.44813 75 0 0 1 0.999999 1 1 1 1 1 1 0 0 0 1 1 0 
18.44453 76 0 0 1 1 1 1 1 1 1 1 0 0 0 1 1 0 
18.44813 77 0 0 1 1 0.999999 1 1 1 1 1 0 0 0 1 1 0 
18.44813 78 0 0 1 1 1 1 1 1 1 1 0 0 0 1 1 0 
18.44813 79 0 0 1 1 1 0.999999 1 1 1 1 0 0 0 1 1 0 
18.44813 80 0 0 1 1 1 1 1 1 1 1 0 0 0 1 1 0 
18.37666 81 0 0 1 1 1 1 0.999999 1 1 1 0 0 0 1 1 0 
18.44813 82 0 0 1 1 1 1 1 1 1 1 0 0 0 1 1 0 
18.37666 83 0 0 1 1 1 1 1 0.999999 1 1 0 0 0 1 1 0 
18.44813 84 0 0 1 1 1 1 1 1 1 1 0 0 0 1 1 0 
18.44813 85 0 0 1 1 1 1 1 1 0.999999 1 0 0 0 1 1 0 
18.44813 86 0 0 1 1 1 1 1 1 1 1 0 0 0 1 1 0 
18.44813 87 0 0 1 1 1 1 1 1 1 0.999999 0 0 0 1 1 0 
18.37679 88 0 0 1 1 1 1 1 1 1 1 1e-06 0 0 1 1 0 
18.44813 89 0 0 1 1 1 1 1 1 1 1 0 0 0 1 1 0 
18.44813 90 0 0 1 1 1 1 1 1 1 1 0 1e-06 0 1 1 0 
18.44439 91 0 0 1 1 1 1 1 1 1 1 0 0 0 1 1 0 
18.44813 92 0 0 1 1 1 1 1 1 1 1 0 0 1e-06 1 1 0 
18.44813 93 0 0 1 1 1 1 1 1 1 1 0 0 0 1 1 0 
18.44813 94 0 0 1 1 1 1 1 1 1 1 0 0 0 1 1 0 
18.44813 95 0 0 1 1 1 1 1 1 1 1 0 0 0 0.999999 1 0 
18.44813 96 0 0 1 1 1 1 1 1 1 1 0 0 0 1 1 0 
18.44439 97 0 0 1 1 1 1 1 1 1 1 0 0 0 1 0.999999 0 
18.44813 98 0 0 1 1 1 1 1 1 1 1 0 0 0 1 1 1e-06 
18.44813 99 0 0 1 1 1 1 1 1 1 1 0 0 0 1 1 0 
15.95493 100 0.2280264 0.07575338 0.7178461 0.6805019 0.6627465 0.7393843 0.5670486 0.5697984 0.6510759 0.7973926 0.1081916 0.3554014 0.1895522 0.6855047 0.6889104 0.2576543 
15.95079 101 0.2280274 0.07575338 0.7178461 0.6805019 0.6627465 0.7393843 0.5670486 0.5697984 0.6510759 0.7973926 0.1081916 0.3554014 0.1895522 0.6855047 0.6889104 0.2576543 
15.95266 102 0.2280254 0.07575338 0.7178461 0.6805019 0.6627465 0.7393843 0.5670486 0.5697984 0.6510759 0.7973926 0.1081916 0.3554014 0.1895522 0.6855047 0.6889104 0.2576543 
15.95799 103 0.2280264 0.07575438 0.7178461 0.6805019 0.6627465 0.7393843 0.5670486 0.5697984 0.6510759 0.7973926 0.1081916 0.3554014 0.1895522 0.6855047 0.6889104 0.2576543 
15.87826 104 0.2280264 0.07575238 0.7178461 0.6805019 0.6627465 0.7393843 0.5670486 0.5697984 0.6510759 0.7973926 0.1081916 0.3554014 0.1895522 0.6855047 0.6889104 0.2576543 
15.87759 105 0.2280264 0.07575338 0.7178471 0.6805019 0.6627465 0.7393843 0.5670486 0.5697984 0.6510759 0.7973926 0.1081916 0.3554014 0.1895522 0.6855047 0.6889104 0.2576543 
15.95386 106 0.2280264 0.07575338 0.7178451 0.6805019 0.6627465 0.7393843 0.5670486 0.5697984 0.6510759 0.7973926 0.1081916 0.3554014 0.1895522 0.6855047 0.6889104 0.2576543 
15.87919 107 0.2280264 0.07575338 0.7178461 0.6805029 0.6627465 0.7393843 0.5670486 0.5697984 0.6510759 0.7973926 0.1081916 0.3554014 0.1895522 0.6855047 0.6889104 0.2576543 
15.96199 108 0.2280264 0.07575338 0.7178461 0.6805009 0.6627465 0.7393843 0.5670486 0.5697984 0.6510759 0.7973926 0.1081916 0.3554014 0.1895522 0.6855047 0.6889104 0.2576543 
15.96093 109 0.2280264 0.07575338 0.7178461 0.6805019 0.6627475 0.7393843 0.5670486 0.5697984 0.6510759 0.7973926 0.1081916 0.3554014 0.1895522 0.6855047 0.6889104 0.2576543 
15.95746 110 0.2280264 0.07575338 0.7178461 0.6805019 0.6627455 0.7393843 0.5670486 0.5697984 0.6510759 0.7973926 0.1081916 0.3554014 0.1895522 0.6855047 0.6889104 0.2576543 
15.88453 111 0.2280264 0.07575338 0.7178461 0.6805019 0.6627465 0.7393853 0.5670486 0.5697984 0.6510759 0.7973926 0.1081916 0.3554014 0.1895522 0.6855047 0.6889104 0.2576543 
15.95959 112 0.2280264 0.07575338 0.7178461 0.6805019 0.6627465 0.7393833 0.5670486 0.5697984 0.6510759 0.7973926 0.1081916 0.3554014 0.1895522 0.6855047 0.6889104 0.2576543 
15.96173 113 0.2280264 0.07575338 0.7178461 0.6805019 0.6627465 0.7393843 0.5670496 0.5697984 0.6510759 0.7973926 0.1081916 0.3554014 0.1895522 0.6855047 0.6889104 0.2576543 
15.96533 114 0.2280264 0.07575338 0.7178461 0.6805019 0.6627465 0.7393843 0.5670476 0.5697984 0.6510759 0.7973926 0.1081916 0.3554014 0.1895522 0.6855047 0.6889104 0.2576543 
15.88373 115 0.2280264 0.07575338 0.7178461 0.6805019 0.6627465 0.7393843 0.5670486 0.5697994 0.6510759 0.7973926 0.1081916 0.3554014 0.1895522 0.6855047 0.6889104 0.2576543 
15.88186 116 0.2280264 0.07575338 0.7178461 0.6805019 0.6627465 0.7393843 0.5670486 0.5697974 0.6510759 0.7973926 0.1081916 0.3554014 0.1895522 0.6855047 0.6889104 0.2576543 
15.96173 117 0.2280264 0.07575338 0.7178461 0.6805019 0.6627465 0.7393843 0.5670486 0.5697984 0.6510769 0.7973926 0.1081916 0.3554014 0.1895522 0.6855047 0.6889104 0.2576543 
15.96066 118 0.2280264 0.07575338 0.7178461 0.6805019 0.6627465 0.7393843 0.5670486 0.5697984 0.6510749 0.7973926 0.1081916 0.3554014 0.1895522 0.6855047 0.6889104 0.2576543 
15.95559 119 0.2280264 0.07575338 0.7178461 0.6805019 0.6627465 0.7393843 0.5670486 0.5697984 0.6510759 0.7973936 0.1081916 0.3554014 0.1895522 0.6855047 0.6889104 0.2576543 
15.95533 120 0.2280264 0.07575338 0.7178461 0.6805019 0.6627465 0.7393843 0.5670486 0.5697984 0.6510759 0.7973916 0.1081916 0.3554014 0.1895522 0.6855047 0.6889104 0.2576543 
15.95853 121 0.2280264 0.07575338 0.7178461 0.6805019 0.6627465 0.7393843 0.5670486 0.5697984 0.6510759 0.7973926 0.1081926 0.3554014 0.1895522 0.6855047 0.6889104 0.2576543 
15.96213 122 0.2280264 0.07575338 0.7178461 0.6805019 0.6627465 0.7393843 0.5670486 0.5697984 0.6510759 0.7973926 0.1081906 0.3554014 0.1895522 0.6855047 0.6889104 0.2576543 
15.96079 123 0.2280264 0.07575338 0.7178461 0.6805019 0.6627465 0.7393843 0.5670486 0.5697984 0.6510759 0.7973926 0.1081916 0.3554024 0.1895522 0.6855047 0.6889104 0.2576543 
15.95999 124 0.2280264 0.07575338 0.7178461 0.6805019 0.6627465 0.7393843 0.5670486 0.5697984 0.6510759 0.7973926 0.1081916 0.3554004 0.1895522 0.6855047 0.6889104 0.2576543 
15.95706 125 0.2280264 0.07575338 0.7178461 0.6805019 0.6627465 0.7393843 0.5670486 0.5697984 0.6510759 0.7973926 0.1081916 0.3554014 0.1895532 0.6855047 0.6889104 0.2576543 
15.95799 126 0.2280264 0.07575338 0.7178461 0.6805019 0.6627465 0.7393843 0.5670486 0.5697984 0.6510759 0.7973926 0.1081916 0.3554014 0.1895512 0.6855047 0.6889104 0.2576543 
15.88266 127 0.2280264 0.07575338 0.7178461 0.6805019 0.6627465 0.7393843 0.5670486 0.5697984 0.6510759 0.7973926 0.1081916 0.3554014 0.1895522 0.6855057 0.6889104 0.2576543 
15.88346 128 0.2280264 0.07575338 0.7178461 0.6805019 0.6627465 0.7393843 0.5670486 0.5697984 0.6510759 0.7973926 0.1081916 0.3554014 0.1895522 0.6855037 0.6889104 0.2576543 
15.96306 129 0.2280264 0.07575338 0.7178461 0.6805019 0.6627465 0.7393843 0.5670486 0.5697984 0.6510759 0.7973926 0.1081916 0.3554014 0.1895522 0.6855047 0.6889114 0.2576543 
15.96159 130 0.2280264 0.07575338 0.7178461 0.6805019 0.6627465 0.7393843 0.5670486 0.5697984 0.6510759 0.7973926 0.1081916 0.3554014 0.1895522 0.6855047 0.6889094 0.2576543 
15.88333 131 0.2280264 0.07575338 0.7178461 0.6805019 0.6627465 0.7393843 0.5670486 0.5697984 0.6510759 0.7973926 0.1081916 0.3554014 0.1895522 0.6855047 0.6889104 0.2576553 
15.95666 132 0.2280264 0.07575338 0.7178461 0.6805019 0.6627465 0.7393843 0.5670486 0.5697984 0.6510759 0.7973926 0.1081916 0.3554014 0.1895522 0.6855047 0.6889104 0.2576533 
12.45319 133 0.4020086 0.1335526 0.502565 0.4367276 0.4054249 0.5405368 0.2367103 0.2415582 0.3848498 0.6428048 0.1907409 0.6265697 0.334179 0.4455475 0.4515517 0.4542424 
12.46199 134 0.4020096 0.1335526 0.502565 0.4367276 0.4054249 0.5405368 0.2367103 0.2415582 0.3848498 0.6428048 0.1907409 0.6265697 0.334179 0.4455475 0.4515517 0.4542424 
12.44706 135 0.4020076 0.1335526 0.502565 0.4367276 0.4054249 0.5405368 0.2367103 0.2415582 0.3848498 0.6428048 0.1907409 0.6265697 0.334179 0.4455475 0.4515517 0.4542424 
12.44573 136 0.4020086 0.1335536 0.502565 0.4367276 0.4054249 0.5405368 0.2367103 0.2415582 0.3848498 0.6428048 0.1907409 0.6265697 0.334179 0.4455475 0.4515517 0.4542424 
12.46453 137 0.4020086 0.1335516 0.502565 0.4367276 0.4054249 0.5405368 0.2367103 0.2415582 0.3848498 0.6428048 0.1907409 0.6265697 0.334179 0.4455475 0.4515517 0.4542424 
12.45879 138 0.4020086 0.1335526 0.502566 0.4367276 0.4054249 0.5405368 0.2367103 0.2415582 0.3848498 0.6428048 0.1907409 0.6265697 0.334179 0.4455475 0.4515517 0.4542424 
12.36546 139 0.4020086 0.1335526 0.502564 0.4367276 0.4054249 0.5405368 0.2367103 0.2415582 0.3848498 0.6428048 0.1907409 0.6265697 0.334179 0.4455475 0.4515517 0.4542424 
12.46706 140 0.4020086 0.1335526 0.502565 0.4367286 0.4054249 0.5405368 0.2367103 0.2415582 0.3848498 0.6428048 0.1907409 0.6265697 0.334179 0.4455475 0.4515517 0.4542424 
12.45879 141 0.4020086 0.1335526 0.502565 0.4367266 0.4054249 0.5405368 0.2367103 0.2415582 0.3848498 0.6428048 0.1907409 0.6265697 0.334179 0.4455475 0.4515517 0.4542424 
12.45439 142 0.4020086 0.1335526 0.502565 0.4367276 0.4054259 0.5405368 0.2367103 0.2415582 0.3848498 0.6428048 0.1907409 0.6265697 0.334179 0.4455475 0.4515517 0.4542424 
12.46253 143 0.4020086 0.1335526 0.502565 0.4367276 0.4054239 0.5405368 0.2367103 0.2415582 0.3848498 0.6428048 0.1907409 0.6265697 0.334179 0.4455475 0.4515517 0.4542424 
12.46479 144 0.4020086 0.1335526 0.502565 0.4367276 0.4054249 0.5405378 0.2367103 0.2415582 0.3848498 0.6428048 0.1907409 0.6265697 0.334179 0.4455475 0.4515517 0.4542424 
12.35906 145 0.4020086 0.1335526 0.502565 0.4367276 0.4054249 0.5405358 0.2367103 0.2415582 0.3848498 0.6428048 0.1907409 0.6265697 0.334179 0.4455475 0.4515517 0.4542424 
12.35866 146 0.4020086 0.1335526 0.502565 0.4367276 0.4054249 0.5405368 0.2367113 0.2415582 0.3848498 0.6428048 0.1907409 0.6265697 0.334179 0.4455475 0.4515517 0.4542424 
12.45466 147 0.4020086 0.1335526 0.502565 0.4367276 0.4054249 0.5405368 0.2367093 0.2415582 0.3848498 0.6428048 0.1907409 0.6265697 0.334179 0.4455475 0.4515517 0.4542424 
12.45066 148 0.4020086 0.1335526 0.502565 0.4367276 0.4054249 0.5405368 0.2367103 0.2415592 0.3848498 0.6428048 0.1907409 0.6265697 0.334179 0.4455475 0.4515517 0.4542424 
12.45346 149 0.4020086 0.1335526 0.502565 0.4367276 0.4054249 0.5405368 0.2367103 0.2415572 0.3848498 0.6428048 0.1907409 0.6265697 0.334179 0.4455475 0.4515517 0.4542424 
12.45986 150 0.4020086 0.1335526 0.502565 0.4367276 0.4054249 0.5405368 0.2367103 0.2415582 0.3848508 0.6428048 0.1907409 0.6265697 0.334179 0.4455475 0.4515517 0.4542424 
12.45106 151 0.4020086 0.1335526 0.502565 0.4367276 0.4054249 0.5405368 0.2367103 0.2415582 0.3848488 0.6428048 0.1907409 0.6265697 0.334179 0.4455475 0.4515517 0.4542424 
12.45079 152 0.4020086 0.1335526 0.502565 0.4367276 0.4054249 0.5405368 0.2367103 0.2415582 0.3848498 0.6428058 0.1907409 0.6265697 0.334179 0.4455475 0.4515517 0.4542424 
12.35826 153 0.4020086 0.1335526 0.502565 0.4367276 0.4054249 0.5405368 0.2367103 0.2415582 0.3848498 0.6428038 0.1907409 0.6265697 0.334179 0.4455475 0.4515517 0.4542424 
